,m_cap,mkt_%,v_24h,price,last
BXTB,0.0,0.0,46005.16173355,0.00021103566992697518,2022-04-16 02:15:00+00:00
ZORG,0.0,0.0,46231.27722266,8.305318116206151e-05,2022-04-16 02:15:00+00:00
FLASH,0.0,0.0,46265.78149515,0.004792985170601633,2022-04-16 02:15:00+00:00
D11,0.0,0.0,46293.39064791,0.004350609175323034,2022-04-16 02:15:00+00:00
RTM,0.0,0.0,46312.36748502,0.0060672537501803145,2022-04-16 02:16:00+00:00
VLK,0.0,0.0,46323.92588927,0.1337888597333731,2022-04-16 02:15:00+00:00
PEFI,0.0,0.0,46349.73211046,0.18392834088583015,2022-04-16 02:15:00+00:00
PHM,0.0,0.0,46736.45903806,0.0003538550677499045,2022-04-16 02:15:00+00:00
GER,0.0,0.0,46749.30587895,3.5678139594828074e-06,2022-04-16 02:15:00+00:00
YTS,0.0,0.0,46764.9921208,0.006849423007034463,2022-04-16 02:15:00+00:00
BPAD,0.0,0.0,38334.77388435,0.008541848468334076,2022-04-16 02:15:00+00:00
SMARS,0.0,0.0,38211.86403719,5.90311580116028e-09,2022-04-16 02:15:00+00:00
HAKA,0.0,0.0,49494.11115682,0.056131577928112686,2022-04-16 02:15:00+00:00
MTK,0.0,0.0,33634.51125859,0.002324674548107469,2022-04-16 02:15:00+00:00
SUPS,0.0,0.0,31898.23697798,0.02786313256929577,2022-04-16 02:15:00+00:00
CNG,0.0,0.0,31973.56206862,0.1907292376685516,2022-04-16 02:15:00+00:00
MDM,0.0,0.0,32112.03987057,0.6850219634237629,2022-04-16 02:15:00+00:00
PERC,0.0,0.0,32127.75889312,0.5627251266260815,2022-04-16 02:15:00+00:00
CARB,0.0,0.0,32169.7680355,1.2170042754293178,2022-04-16 02:15:00+00:00
PTM,0.0,0.0,32182.36378073,0.036895587516110634,2022-04-16 02:15:00+00:00
ATD,0.0,0.0,32204.51809121,0.6276859101960011,2022-04-16 02:15:00+00:00
PUNK,0.0,0.0,32222.15552504,189518.31319030703,2022-04-16 02:15:00+00:00
TTK,0.0,0.0,32274.1738796,0.02427236732115783,2022-04-16 02:15:00+00:00
BBFT,0.0,0.0,32389.05162608,3.962519727874002e-09,2022-04-16 02:16:00+00:00
LIFT,0.0,0.0,32571.15705535,0.1640650477005317,2022-04-16 02:15:00+00:00
FUSD,0.0,0.0,32656.13914365,0.9998306338492764,2022-04-16 02:15:00+00:00
MAFA,0.0,0.0,32775.31932581,0.1128086319004667,2022-04-16 02:15:00+00:00
BOUNTIE,0.0,0.0,32785.36961076,0.035529636266023706,2022-04-16 02:15:00+00:00
GCME,0.0,0.0,32819.36382854,0.014839945394265874,2022-04-16 02:15:00+00:00
MONEY,0.0,0.0,32822.83624655,0.9955319172162855,2022-04-16 02:15:00+00:00
WANA,0.0,0.0,32901.56556226,0.0665608323576423,2022-04-16 02:15:00+00:00
QRX,0.0,0.0,32969.11270661,0.013927850780481187,2022-04-16 02:15:00+00:00
SCNSOL,0.0,0.0,33077.53877662,103.75923025228245,2022-04-16 02:15:00+00:00
MITA,0.0,0.0,33089.14492808,0.03296272702950099,2022-04-16 02:15:00+00:00
SOURCE,0.0,0.0,33090.73387928,0.8887669930887827,2022-04-16 02:15:00+00:00
FAR,0.0,0.0,33134.46765716,0.011237603796872615,2022-04-16 02:15:00+00:00
DVOO,0.0,0.0,33143.89018978,443.20652900680983,2022-04-16 02:15:00+00:00
RAID,0.0,0.0,33162.57088018,0.0019316619279841317,2022-04-16 02:15:00+00:00
REFLEX V2,0.0,0.0,33222.52641706,2.5238908890322587e-08,2022-04-16 02:15:00+00:00
GGM,0.0,0.0,33278.2236139,0.0672535775769539,2022-04-16 02:15:00+00:00
APAD,0.0,0.0,33293.78884741,0.003695369071845663,2022-04-16 02:15:00+00:00
ISHND,0.0,0.0,33314.358284,0.01566464768908192,2022-04-16 02:15:00+00:00
DOEX,0.0,0.0,33544.84257102,0.022324740649895636,2022-04-16 02:15:00+00:00
UBG,0.0,0.0,31803.3504585,0.004838970292703192,2022-04-16 02:15:00+00:00
$DRAGONS,0.0,0.0,31710.07728119,0.010217802833767529,2022-04-16 02:15:00+00:00
NEOFI,0.0,0.0,31539.02954741,0.04283149815395957,2022-04-16 02:15:00+00:00
XRP-BF2,0.0,0.0,30719.7637159,0.7910422058870762,2022-04-16 02:15:00+00:00
LUCA,0.0,0.0,30103.55492449,0.4513055972133734,2022-04-16 02:15:00+00:00
SCK,0.0,0.0,30153.48383076,0.0753984426536144,2022-04-16 02:15:00+00:00
NEIBR,0.0,0.0,30244.24375484,128.7246237565884,2022-04-16 02:15:00+00:00
LIQR,0.0,0.0,30252.19667327,0.0032227232436172846,2022-04-16 02:15:00+00:00
ARTII,0.0,0.0,30331.49235946,0.020156220851053286,2022-04-16 02:15:00+00:00
VLTY,0.0,0.0,30387.44757064,0.02231957252585968,2022-04-16 02:15:00+00:00
ACU,0.0,0.0,30410.24956952,14.423437895814734,2022-04-16 02:15:00+00:00
WARS,0.0,0.0,30458.07522373,0.021327407622262432,2022-04-16 02:15:00+00:00
PWT,0.0,0.0,30469.89716703,7.230531394564994e-06,2022-04-16 02:15:00+00:00
XNFT,0.0,0.0,30486.7303819,0.009653905125447011,2022-04-16 02:15:00+00:00
JK,0.0,0.0,30534.07813843,0.2254477211676558,2022-04-16 02:15:00+00:00
ALPH,0.0,0.0,30577.18270301,0.2368600348441055,2022-04-16 02:15:00+00:00
BABYCATS,0.0,0.0,30600.47269433,5.83187068467861e-10,2022-04-16 02:15:00+00:00
XMETA,0.0,0.0,30775.68720593,2.0979193430424337e-05,2022-04-16 02:15:00+00:00
MRUN,0.0,0.0,31536.10240464,0.015332324612218676,2022-04-16 02:15:00+00:00
TAUR,0.0,0.0,30852.60850533,0.04082690069392951,2022-04-16 02:15:00+00:00
H4G,0.0,0.0,30910.40822889,8.952371413162851e-09,2022-04-16 02:15:00+00:00
DENTRO,0.0,0.0,30980.14090561,1.3602299104297926e-06,2022-04-16 02:15:00+00:00
FENOMY,0.0,0.0,31002.36980679,0.006835772202707907,2022-04-16 02:15:00+00:00
BFK,0.0,0.0,31112.90031905,0.0007801318603935575,2022-04-16 02:15:00+00:00
$MUNDO,0.0,0.0,31159.12051795,0.1280293189743665,2022-04-16 02:15:00+00:00
BRG.X,0.0,0.0,31329.34599622,0.1967562997210745,2022-04-16 02:15:00+00:00
KIF,0.0,0.0,31358.30240955,21.834349524416734,2022-04-16 02:15:00+00:00
ERON,0.0,0.0,31413.90608049,1.0024288459324661e-05,2022-04-16 02:15:00+00:00
DSS,0.0,0.0,31443.95657143,0.03297014935907996,2022-04-16 02:15:00+00:00
DRAW,0.0,0.0,31482.56401536,0.014895000337281613,2022-04-16 02:15:00+00:00
TOTEM,0.0,0.0,31510.61457969,0.07040475485783482,2022-04-16 02:15:00+00:00
RELAY,0.0,0.0,31530.49260892,0.7116442632851989,2022-04-16 02:15:00+00:00
KUS,0.0,0.0,33603.94294946,0.4696407334458047,2022-04-16 02:15:00+00:00
WSB,0.0,0.0,33692.94957354,0.0035227935434311874,2022-04-16 02:15:00+00:00
KLING,0.0,0.0,38176.58014741,0.0005172320821329433,2022-04-16 02:15:00+00:00
RBW,0.0,0.0,33883.41886359,2.2084054499153267,2022-04-16 02:15:00+00:00
LTRBT,0.0,0.0,36531.16855328,2.74796632e-16,2022-04-16 02:15:00+00:00
UJENNY,0.0,0.0,36550.2507122,0.35160285020888005,2022-04-16 02:15:00+00:00
VKR,0.0,0.0,36555.37768771,0.09722276599612438,2022-04-16 02:15:00+00:00
BEPR,0.0,0.0,36607.10065192,0.027830285816420844,2022-04-16 02:15:00+00:00
EVERSAFU,0.0,0.0,36691.00678928,1.0718168476474093,2022-04-16 02:15:00+00:00
MOGX,0.0,0.0,36710.52170452,0.008397419358800397,2022-04-16 02:15:00+00:00
TFS,0.0,0.0,36718.12348229,0.002573495282150044,2022-04-16 02:15:00+00:00
MTIX,0.0,0.0,36780.09332265,0.0011862004954189221,2022-04-16 02:15:00+00:00
WBOND,0.0,0.0,37006.04514883,0.042951502799197794,2022-04-16 02:15:00+00:00
SHIBURAI,0.0,0.0,37062.30041631,0.7963877682068458,2022-04-16 02:15:00+00:00
LEZ,0.0,0.0,37112.87528426,0.044302812798919476,2022-04-16 02:15:00+00:00
$ALPHA,0.0,0.0,37164.11508227,3.077502232854373e-09,2022-04-16 02:15:00+00:00
ATR,0.0,0.0,37176.75330314,0.029066401187888682,2022-04-16 02:15:00+00:00
M31,0.0,0.0,37350.73521974,0.042748812866522316,2022-04-16 02:15:00+00:00
KHAOS,0.0,0.0,37373.61674851,1.0774689589484886e-08,2022-04-16 02:15:00+00:00
STRM,0.0,0.0,37383.39307576,0.11345317622036256,2022-04-16 02:15:00+00:00
CTR,0.0,0.0,37522.64887241,0.01666773071925554,2022-04-16 02:15:00+00:00
WZM,0.0,0.0,37522.29665819,1.0512120501483784,2022-04-16 02:16:00+00:00
TUT,0.0,0.0,37765.88845795,0.5094623616971226,2022-04-16 02:16:00+00:00
JSOL,0.0,0.0,37787.167866,104.32470547903232,2022-04-16 02:15:00+00:00
SOLAR,0.0,0.0,37793.37817734,0.027881626638556214,2022-04-16 02:15:00+00:00
HID,0.0,0.0,37932.11377337,0.03526462757526551,2022-04-16 02:15:00+00:00
LOUD,0.0,0.0,37950.70140577,0.021392552242378838,2022-04-16 02:15:00+00:00
MELD,0.0,0.0,37977.08112388,0.10242326895483299,2022-04-16 02:15:00+00:00
MOLA,0.0,0.0,37977.10543709,0.00031409631250447,2022-04-16 02:15:00+00:00
MECH,0.0,0.0,37979.48872816,0.03327766994196326,2022-04-16 02:15:00+00:00
DELFI,0.0,0.0,38050.60204447,0.2215974551138418,2022-04-16 02:15:00+00:00
GDO,0.0,0.0,38096.53349644,2.9637274611986897e-08,2022-04-16 02:15:00+00:00
STZ,0.0,0.0,38101.53693254,0.19915973793348904,2022-04-16 02:15:00+00:00
SAITANOBI,0.0,0.0,36514.28650515,1.865627e-17,2022-04-16 02:15:00+00:00
DMC,0.0,0.0,36431.39880438,0.044074544794336486,2022-04-16 02:15:00+00:00
HACHIKO,0.0,0.0,36402.76211019,3.29316141441153e-10,2022-04-16 02:15:00+00:00
BLWA,0.0,0.0,35353.92707459,0.0033554294575582075,2022-04-16 02:15:00+00:00
$CASIO,0.0,0.0,34040.49162602,6.597479308092752e-05,2022-04-16 02:15:00+00:00
BTBS,0.0,0.0,34051.12447552,0.4741808015456251,2022-04-16 02:15:00+00:00
ALTB,0.0,0.0,34427.78669968,0.0015765196501025438,2022-04-16 02:15:00+00:00
ZERI,0.0,0.0,34449.5885791,0.037152357531406326,2022-04-16 02:15:00+00:00
BOTX,0.0,0.0,34465.98286153,0.44178345653299006,2022-04-16 02:15:00+00:00
DIS,0.0,0.0,34552.90284062,7.573694922583986,2022-04-16 02:15:00+00:00
INVI,0.0,0.0,34587.6538891,2.1856694288692835,2022-04-16 02:15:00+00:00
TTX,0.0,0.0,34750.86964504,0.0039183467962212205,2022-04-16 02:15:00+00:00
GSCARAB,0.0,0.0,34844.64493228,68.25984699605732,2022-04-16 02:15:00+00:00
GMPD,0.0,0.0,35112.34476464,0.12336132002495001,2022-04-16 02:15:00+00:00
SAVG,0.0,0.0,35127.67850412,0.011250901663547601,2022-04-16 02:15:00+00:00
MIS,0.0,0.0,35128.10236525,0.1691285866571161,2022-04-16 02:15:00+00:00
G1X,0.0,0.0,35316.39817866,0.03948808440289847,2022-04-16 02:15:00+00:00
GERO,0.0,0.0,35431.17353193,0.02128096812009031,2022-04-16 02:15:00+00:00
CORAL,0.0,0.0,36214.42884143,0.15901483768278313,2022-04-16 02:15:00+00:00
DOGECOLA,0.0,0.0,35491.4512037,2.769792874708647e-09,2022-04-16 02:15:00+00:00
FLOKIV,0.0,0.0,35544.83266039,7.31882300610188e-06,2022-04-16 02:15:00+00:00
GSKY,0.0,0.0,35560.52776569,5.384792576317246e-09,2022-04-16 02:15:00+00:00
ELEN,0.0,0.0,35588.94143917,0.0027963795980342934,2022-04-16 02:15:00+00:00
FACTR,0.0,0.0,35678.9444498,0.03982088736417801,2022-04-16 02:15:00+00:00
DSG,0.0,0.0,35788.2374566,0.02179368363843028,2022-04-16 02:15:00+00:00
USDm,0.0,0.0,35865.83087938,0.27038040001452107,2022-04-16 02:15:00+00:00
QTC,0.0,0.0,35882.45069372,5.872992672090986,2022-04-16 02:15:00+00:00
AUSCM,0.0,0.0,35916.55247121,0.044205325803089925,2022-04-16 02:15:00+00:00
FROG,0.0,0.0,35966.36907115,0.5705752901133386,2022-04-16 02:15:00+00:00
VGO,0.0,0.0,36057.55794098,0.07147133805451654,2022-04-16 02:15:00+00:00
SFF,0.0,0.0,36163.90821807,0.013831185461556199,2022-04-16 02:15:00+00:00
TRK,0.0,0.0,36164.68343898,0.013072665018966681,2022-04-16 02:15:00+00:00
GDC,0.0,0.0,49428.73629263,0.0070431904626813225,2022-04-16 02:15:00+00:00
MSH,0.0,0.0,49531.65439086,0.01875963762005633,2022-04-16 02:15:00+00:00
KAE,0.0,0.0,77082.47119792,11.56780506246791,2022-04-16 02:15:00+00:00
OOGI,0.0,0.0,70039.63338473,6.210529599777888e-05,2022-04-16 02:15:00+00:00
NAFTY,0.0,0.0,67179.09095794,9.874669048289222e-05,2022-04-16 02:15:00+00:00
LINKBULL,0.0,0.0,67225.09529763,0.01498878197581321,2022-04-16 02:15:00+00:00
GMR,0.0,0.0,67507.89270797,0.02164022444523608,2022-04-16 02:15:00+00:00
LSWAP,0.0,0.0,67648.53209348,0.0007860007939799701,2022-04-16 02:15:00+00:00
XCM,0.0,0.0,67689.95362728,0.49406180896532326,2022-04-16 02:16:00+00:00
ECOIN,0.0,0.0,67723.74365926,0.0041182389318422784,2022-04-16 02:15:00+00:00
FPC,0.0,0.0,67784.75706731,0.10219116170197973,2022-04-16 02:15:00+00:00
HOKK,0.0,0.0,67958.81067509,0.001777471949641108,2022-04-16 02:15:00+00:00
SAFEMARS,0.0,0.0,68027.21207671,2.5304729557322113e-08,2022-04-16 02:15:00+00:00
DOGECOIN,0.0,0.0,68101.19263512,6.276146119166562e-09,2022-04-16 02:15:00+00:00
wxDai,0.0,0.0,68250.51161232,1.000121686925658,2022-04-16 02:15:00+00:00
DFX,0.0,0.0,68400.72577785,0.4823763087815466,2022-04-16 02:15:00+00:00
MEFA,0.0,0.0,68416.06730696,0.00029822748399349847,2022-04-16 02:15:00+00:00
PLI,0.0,0.0,68540.61611462,0.2723692771960444,2022-04-16 02:15:00+00:00
PLACE,0.0,0.0,68712.68990113,0.020163380576532386,2022-04-16 02:15:00+00:00
BDOT,0.0,0.0,68989.44565473,11.314090653310283,2022-04-16 02:15:00+00:00
RVST,0.0,0.0,68902.42794858,0.056590285819048514,2022-04-16 02:15:00+00:00
SOLD,0.0,0.0,68999.2869027,0.029470737490958406,2022-04-16 02:15:00+00:00
BSR,0.0,0.0,69324.79765266,0.3915195784388462,2022-04-16 02:15:00+00:00
GLIDE,0.0,0.0,69923.05758171,0.23534762453518637,2022-04-16 02:15:00+00:00
ZONE,0.0,0.0,69338.38477643,0.7588736319761061,2022-04-16 02:15:00+00:00
WMW,0.0,0.0,69442.56685227,2.7433370658331803e-06,2022-04-16 02:15:00+00:00
AOK,0.0,0.0,69465.76921722,0.2001338272625011,2022-04-16 02:15:00+00:00
BTC2X-FLI,0.0,0.0,69529.77481805,26.155068451020274,2022-04-16 02:15:00+00:00
UCX,0.0,0.0,69564.10763808,0.3023845581829242,2022-04-16 02:15:00+00:00
ANJI,0.0,0.0,69594.4471761,0.0003351632792595163,2022-04-16 02:15:00+00:00
YAW,0.0,0.0,69619.03865689,0.05368331863304618,2022-04-16 02:15:00+00:00
Y-5,0.0,0.0,69732.19511923,1.2221865980137715e-08,2022-04-16 02:15:00+00:00
WKD,0.0,0.0,69846.97998235,2.343508991629257e-08,2022-04-16 02:15:00+00:00
SHIBAPUP,0.0,0.0,67112.53782035,0.28004733450025143,2022-04-16 02:15:00+00:00
WSF,0.0,0.0,67003.59371025,0.34674137250836434,2022-04-16 02:15:00+00:00
OCC,0.0,0.0,66869.1676548,1.0709521999551888,2022-04-16 02:15:00+00:00
MRFI,0.0,0.0,64024.39146686,2.1219659892478603e-05,2022-04-16 02:15:00+00:00
TSF,0.0,0.0,62519.72221861,0.33238618098024486,2022-04-16 02:15:00+00:00
KUSUNOKI,0.0,0.0,62659.41581379,3.36917619427961e-10,2022-04-16 02:15:00+00:00
MAXR,0.0,0.0,62743.47005674,0.000388723870907499,2022-04-16 02:15:00+00:00
METAPAY,0.0,0.0,62798.94764424,6.021179573253734e-07,2022-04-16 02:15:00+00:00
Ly,0.0,0.0,62998.63738741,1.96521514075107e-10,2022-04-16 02:15:00+00:00
UNIK,0.0,0.0,63341.75543169,9.76406508746318,2022-04-16 02:15:00+00:00
Spritzmoon,0.0,0.0,63358.16333567,0.00033641784685042023,2022-04-16 02:15:00+00:00
xDG,0.0,0.0,63549.44072541,0.20668124142604194,2022-04-16 02:15:00+00:00
CHLT,0.0,0.0,63591.49538554,2.806007260066003,2022-04-16 02:15:00+00:00
STON,0.0,0.0,63699.64862121,0.02554115719166872,2022-04-16 02:15:00+00:00
NFD,0.0,0.0,63736.12098475,0.00011029914879574887,2022-04-16 02:15:00+00:00
HGHG,0.0,0.0,63856.01828843,0.10125312581734006,2022-04-16 02:15:00+00:00
BRUSH,0.0,0.0,63862.67232403,0.029497059285340802,2022-04-16 02:15:00+00:00
STF,0.0,0.0,64118.60105683,0.04751850913055758,2022-04-16 02:15:00+00:00
POTS,0.0,0.0,66569.80702927,0.7367710532118467,2022-04-16 02:15:00+00:00
DNFLX,0.0,0.0,64512.18059874,377.87553941536993,2022-04-16 02:15:00+00:00
HARUNO,0.0,0.0,64720.2413365,0.0291808818239448,2022-04-16 02:15:00+00:00
KTZ,0.0,0.0,64781.06790394,3.888505052491557e-08,2022-04-16 02:15:00+00:00
XHT,0.0,0.0,64957.3280015,0.2511360593523962,2022-04-16 02:15:00+00:00
BOSS,0.0,0.0,65085.92976401,5.995584670863969e-09,2022-04-16 02:15:00+00:00
UZUMAKI,0.0,0.0,65396.63542126,1.0845631772393e-11,2022-04-16 02:15:00+00:00
MDF,0.0,0.0,65510.6196319,0.00378816276511356,2022-04-16 02:15:00+00:00
TBT,0.0,0.0,65519.28860952,0.28007133724184474,2022-04-16 02:15:00+00:00
BTXN,0.0,0.0,65577.48910139,2.119682867034915,2022-04-16 02:15:00+00:00
$LESLAR,0.0,0.0,65608.54188667,5.895662046575122e-06,2022-04-16 02:15:00+00:00
ORKL,0.0,0.0,66319.65844487,0.04663587630852698,2022-04-16 02:16:00+00:00
BITGATTI,0.0,0.0,65799.84793643,2.71045813034172e-10,2022-04-16 02:15:00+00:00
BPRO,0.0,0.0,66201.03676281,3.9391982139740773,2022-04-16 02:15:00+00:00
WKCS,0.0,0.0,69859.84006863,19.929397646517085,2022-04-16 02:15:00+00:00
GAMI,0.0,0.0,70115.73104357,0.38353461830260677,2022-04-16 02:15:00+00:00
RIFF,0.0,0.0,62374.13515426,0.03889340388808718,2022-04-16 02:15:00+00:00
BSTS,0.0,0.0,70116.49611945,1.3717121701416572e-06,2022-04-16 02:15:00+00:00
GN,0.0,0.0,73339.53389069,1.0024551222532976e-06,2022-04-16 02:16:00+00:00
LUFFY,0.0,0.0,73561.65879554,2.52942304783072e-10,2022-04-16 02:15:00+00:00
BLOS,0.0,0.0,73753.02561121,0.2649785078634488,2022-04-16 02:15:00+00:00
CYCE,0.0,0.0,73821.52332382,0.46927931909827847,2022-04-16 02:15:00+00:00
NMS,0.0,0.0,73870.01054862,12.996129668853055,2022-04-16 02:15:00+00:00
SEBA,0.0,0.0,73946.71346072,0.005775509576833563,2022-04-16 02:15:00+00:00
BSGG,0.0,0.0,74000.89245327,0.045623165558492794,2022-04-16 02:15:00+00:00
QUID,0.0,0.0,74221.35225106,0.007575390997272761,2022-04-16 02:15:00+00:00
ELONBANK,0.0,0.0,74630.77926167,4.936678526341556,2022-04-16 02:15:00+00:00
COINSCOPE,0.0,0.0,74796.97370596,0.00574963681869574,2022-04-16 02:15:00+00:00
MCHC,0.0,0.0,74806.07110751,0.14471052843230134,2022-04-16 02:15:00+00:00
B20,0.0,0.0,74821.45977404,0.3357395761244322,2022-04-16 02:15:00+00:00
MGOD,0.0,0.0,74946.92119263,0.2856679534175579,2022-04-16 02:15:00+00:00
ONEUNI,0.0,0.0,74977.68156148,0.8113727042252082,2022-04-16 02:15:00+00:00
HIMO,0.0,0.0,75238.03635352,0.035357598958219036,2022-04-16 02:15:00+00:00
UXP,0.0,0.0,75300.8254401,0.07136757712267493,2022-04-16 02:15:00+00:00
ENRX,0.0,0.0,75747.70333024,0.0033355637877083514,2022-04-16 02:15:00+00:00
UEC,0.0,0.0,75768.9046049,0.001732692689072811,2022-04-16 02:15:00+00:00
KOT,0.0,0.0,75829.133,0.03578672159075771,2022-04-16 02:15:00+00:00
XMT,0.0,0.0,75842.49534801,0.2237962810185673,2022-04-16 02:15:00+00:00
FEEL,0.0,0.0,75883.45056836,0.0035305967528067414,2022-04-16 02:15:00+00:00
PICIPO,0.0,0.0,75875.1104719,0.01200940851841831,2022-04-16 02:16:00+00:00
MINDS,0.0,0.0,76316.38359021,1.2266214901315065,2022-04-16 02:15:00+00:00
CUMINU,0.0,0.0,76581.60870283,0.00020395472349471794,2022-04-16 02:15:00+00:00
SLND,0.0,0.0,76613.79283315,1.986099044986779,2022-04-16 02:15:00+00:00
PSB,0.0,0.0,76745.28269571,0.10722165568071759,2022-04-16 02:15:00+00:00
$TIPSY,0.0,0.0,76804.01003005,0.000152036727107663,2022-04-16 02:15:00+00:00
FLIBERO,0.0,0.0,77020.79806484,0.004716317218129311,2022-04-16 02:15:00+00:00
HP,0.0,0.0,77047.08627217,0.002620548550334847,2022-04-16 02:16:00+00:00
INST,0.0,0.0,73144.17062108,1.7821758332896624,2022-04-16 02:15:00+00:00
POD,0.0,0.0,72833.96889792,0.00157596270411788,2022-04-16 02:15:00+00:00
GUILD,0.0,0.0,72872.83835365,0.1681790825763978,2022-04-16 02:15:00+00:00
NMT,0.0,0.0,71426.39395118,0.012513496731127813,2022-04-16 02:15:00+00:00
STILTON,0.0,0.0,70376.01582282,1.8566191542717457e-06,2022-04-16 02:15:00+00:00
BAGS,0.0,0.0,70441.14048743,3.3085423832741343,2022-04-16 02:16:00+00:00
TOON,0.0,0.0,70435.04870037,0.09931934763360555,2022-04-16 02:15:00+00:00
MT,0.0,0.0,70497.53651477,0.0001046187180047044,2022-04-16 02:15:00+00:00
VPND,0.0,0.0,70501.50427709,0.01226295123154614,2022-04-16 02:15:00+00:00
PAYT,0.0,0.0,70747.42673282,0.05894077222759724,2022-04-16 02:15:00+00:00
SMRT,0.0,0.0,70896.01748603,10.000998501250638,2022-04-16 02:15:00+00:00
CODE7,0.0,0.0,70980.78727094,0.39682331395647624,2022-04-16 02:15:00+00:00
PAYZ,0.0,0.0,71005.50613048,0.016237856167172215,2022-04-16 02:15:00+00:00
CZATS,0.0,0.0,71016.70194541,0.16069642187153965,2022-04-16 02:15:00+00:00
RADR,0.0,0.0,71088.295488,0.005032098941418734,2022-04-16 02:15:00+00:00
ENTR,0.0,0.0,71280.16334592,0.19882151230490708,2022-04-16 02:15:00+00:00
RIDGE,0.0,0.0,71407.30234295,1.45468789694273e-06,2022-04-16 02:15:00+00:00
PATH,0.0,0.0,34128.6829602,0.018930853519480883,2022-04-16 02:15:00+00:00
CZRX,0.0,0.0,72765.57094369,0.01512040127524453,2022-04-16 02:15:00+00:00
$BAETH,0.0,0.0,71672.01702209,9.055793115944209e-06,2022-04-16 02:15:00+00:00
DMLG,0.0,0.0,71808.21638371,0.0166746455992609,2022-04-16 02:15:00+00:00
SUP,0.0,0.0,71810.77491657,14.560992299618114,2022-04-16 02:15:00+00:00
ML,0.0,0.0,71830.85030123,0.37080325081650883,2022-04-16 02:15:00+00:00
MEAD,0.0,0.0,71850.08043429,2.200457511122613,2022-04-16 02:15:00+00:00
BIRB,0.0,0.0,71960.35761505,0.01992393394943561,2022-04-16 02:15:00+00:00
FEY,0.0,0.0,71988.18147476,0.003906660316278507,2022-04-16 02:15:00+00:00
MSCP,0.0,0.0,72185.53741891,0.002836058232136215,2022-04-16 02:15:00+00:00
LOL,0.0,0.0,72233.82600888,1.6819891513094322e-06,2022-04-16 02:15:00+00:00
ESC,0.0,0.0,72256.03372765,1.600460624457969e-09,2022-04-16 02:15:00+00:00
DXGM,0.0,0.0,72347.55181988,0.021023553468554588,2022-04-16 02:15:00+00:00
BOG,0.0,0.0,72416.02100357,0.6762865629769007,2022-04-16 02:15:00+00:00
ITG,0.0,0.0,72582.9659444,0.015454032938191562,2022-04-16 02:15:00+00:00
SHIBLITE,0.0,0.0,62489.55012567,5.722578951696536e-09,2022-04-16 02:15:00+00:00
UCO,0.0,0.0,62241.54837654,0.1332897995977955,2022-04-16 02:15:00+00:00
XUSD,0.0,0.0,49581.60912996,0.891794734011222,2022-04-16 02:15:00+00:00
MILKY,0.0,0.0,55565.49500481,0.21561707400728133,2022-04-16 02:15:00+00:00
IJZ,0.0,0.0,53213.03317613,0.07237807255730115,2022-04-16 02:15:00+00:00
DSHARE,0.0,0.0,53259.63557168,24.500123243170844,2022-04-16 02:15:00+00:00
YAK,0.0,0.0,53404.72736473,1705.1779113286427,2022-04-16 02:15:00+00:00
BCP,0.0,0.0,53506.17069145,0.0029390256824458794,2022-04-16 02:15:00+00:00
ATS,0.0,0.0,53522.54567691,0.3824370842778217,2022-04-16 02:15:00+00:00
NBL,0.0,0.0,52950.9205752,0.04328123364385724,2022-04-16 02:15:00+00:00
METAQ,0.0,0.0,53555.97386819,5.000845258933061,2022-04-16 02:15:00+00:00
MSHEESHA,0.0,0.0,53677.80604868,0.004564993272385188,2022-04-16 02:15:00+00:00
XMN,0.0,0.0,53680.46957504,2.4646071728219834e-05,2022-04-16 02:15:00+00:00
FLAG,0.0,0.0,53705.5287678,0.00012416026289436625,2022-04-16 02:15:00+00:00
STOP,0.0,0.0,53720.97059254,0.0010450829846347153,2022-04-16 02:15:00+00:00
CXC,0.0,0.0,53902.66295095,0.0029885051267383974,2022-04-16 02:15:00+00:00
GUT,0.0,0.0,53935.41224135,0.0005060091642616049,2022-04-16 02:15:00+00:00
CP,0.0,0.0,33747.93218968,0.008082075021161043,2022-04-16 02:15:00+00:00
BTCK,0.0,0.0,54285.79468404,40722.17970216278,2022-04-16 02:15:00+00:00
PEARL,0.0,0.0,54396.73239709,22.919240693559793,2022-04-16 02:15:00+00:00
DMS,0.0,0.0,54430.57138035,0.0045182063361842465,2022-04-16 02:15:00+00:00
WITCH,0.0,0.0,54447.93420182,0.43292870920886123,2022-04-16 02:15:00+00:00
MBF,0.0,0.0,54567.27244629,8.082132451404511e-07,2022-04-16 02:15:00+00:00
SDLN,0.0,0.0,54633.45664876,0.07286470648333684,2022-04-16 02:15:00+00:00
UGMC,0.0,0.0,54824.93729299,0.1638079630000519,2022-04-16 02:15:00+00:00
X,0.0,0.0,55144.36083772,0.0023747179635941413,2022-04-16 02:15:00+00:00
EGAME,0.0,0.0,55166.07061367,0.0018694138166824538,2022-04-16 02:15:00+00:00
ZKP,0.0,0.0,55207.39757146,0.19246131657612348,2022-04-16 02:15:00+00:00
AVDO,0.0,0.0,55211.9634019,1017.8262376729072,2022-04-16 02:15:00+00:00
ENGN,0.0,0.0,55397.10117889,1.6047178045641246e-06,2022-04-16 02:15:00+00:00
NBT,0.0,0.0,55475.68229149,0.014920966162182867,2022-04-16 02:15:00+00:00
G3CRV,0.0,0.0,55517.07219676,1.0189897780857573,2022-04-16 02:15:00+00:00
